"Row ID","Geography ID","Name","Variable Code","Variable","Value","Variable Unit","Date","Location"
"19093_2019_CAINC1-1_annual","19093","Ida","CAINC1-1","Personal income","$357,380","Thousands of dollars","12/31/2019","POINT (-95.507421 42.39186)"
"19093_2019_CAINC1-3_annual","19093","Ida","CAINC1-3","Per capita personal income","$51,179","Dollars","12/31/2019","POINT (-95.507421 42.39186)"
"19093_2020_CAINC1-1_annual","19093","Ida","CAINC1-1","Personal income","$381,784","Thousands of dollars","12/31/2020","POINT (-95.507421 42.39186)"
"19093_2020_CAINC1-3_annual","19093","Ida","CAINC1-3","Per capita personal income","$54,393","Dollars","12/31/2020","POINT (-95.507421 42.39186)"
"19093_2021_CAINC1-1_annual","19093","Ida","CAINC1-1","Personal income","$479,733","Thousands of dollars","12/31/2021","POINT (-95.507421 42.39186)"
"19093_2021_CAINC1-3_annual","19093","Ida","CAINC1-3","Per capita personal income","$68,789","Dollars","12/31/2021","POINT (-95.507421 42.39186)"
"19093_2022_CAINC1-1_annual","19093","Ida","CAINC1-1","Personal income","$530,218","Thousands of dollars","12/31/2022","POINT (-95.507421 42.39186)"
"19093_2022_CAINC1-3_annual","19093","Ida","CAINC1-3","Per capita personal income","$76,977","Dollars","12/31/2022","POINT (-95.507421 42.39186)"
"19095_1997_CAINC1-1_annual","19095","Iowa","CAINC1-1","Personal income","$415,943","Thousands of dollars","12/31/1997","POINT (-92.059123 41.683918)"
"19095_1997_CAINC1-3_annual","19095","Iowa","CAINC1-3","Per capita personal income","$26,969","Dollars","12/31/1997","POINT (-92.059123 41.683918)"
"19095_1998_CAINC1-1_annual","19095","Iowa","CAINC1-1","Personal income","$432,594","Thousands of dollars","12/31/1998","POINT (-92.059123 41.683918)"
"19095_1998_CAINC1-3_annual","19095","Iowa","CAINC1-3","Per capita personal income","$27,976","Dollars","12/31/1998","POINT (-92.059123 41.683918)"
"19095_1999_CAINC1-1_annual","19095","Iowa","CAINC1-1","Personal income","$464,022","Thousands of dollars","12/31/1999","POINT (-92.059123 41.683918)"
"19095_1999_CAINC1-3_annual","19095","Iowa","CAINC1-3","Per capita personal income","$29,802","Dollars","12/31/1999","POINT (-92.059123 41.683918)"
"19095_2000_CAINC1-1_annual","19095","Iowa","CAINC1-1","Personal income","$472,945","Thousands of dollars","12/31/2000","POINT (-92.059123 41.683918)"
"19095_2000_CAINC1-3_annual","19095","Iowa","CAINC1-3","Per capita personal income","$30,068","Dollars","12/31/2000","POINT (-92.059123 41.683918)"
"19095_2001_CAINC1-1_annual","19095","Iowa","CAINC1-1","Personal income","$482,309","Thousands of dollars","12/31/2001","POINT (-92.059123 41.683918)"
"19095_2001_CAINC1-3_annual","19095","Iowa","CAINC1-3","Per capita personal income","$30,395","Dollars","12/31/2001","POINT (-92.059123 41.683918)"
"19095_2002_CAINC1-1_annual","19095","Iowa","CAINC1-1","Personal income","$505,692","Thousands of dollars","12/31/2002","POINT (-92.059123 41.683918)"
"19095_2002_CAINC1-3_annual","19095","Iowa","CAINC1-3","Per capita personal income","$31,783","Dollars","12/31/2002","POINT (-92.059123 41.683918)"
"19095_2003_CAINC1-1_annual","19095","Iowa","CAINC1-1","Personal income","$514,581","Thousands of dollars","12/31/2003","POINT (-92.059123 41.683918)"
"19095_2003_CAINC1-3_annual","19095","Iowa","CAINC1-3","Per capita personal income","$32,037","Dollars","12/31/2003","POINT (-92.059123 41.683918)"
"19095_2004_CAINC1-1_annual","19095","Iowa","CAINC1-1","Personal income","$549,503","Thousands of dollars","12/31/2004","POINT (-92.059123 41.683918)"
"19095_2004_CAINC1-3_annual","19095","Iowa","CAINC1-3","Per capita personal income","$34,114","Dollars","12/31/2004","POINT (-92.059123 41.683918)"
"19095_2005_CAINC1-1_annual","19095","Iowa","CAINC1-1","Personal income","$545,068","Thousands of dollars","12/31/2005","POINT (-92.059123 41.683918)"
"19095_2005_CAINC1-3_annual","19095","Iowa","CAINC1-3","Per capita personal income","$33,446","Dollars","12/31/2005","POINT (-92.059123 41.683918)"
"19095_2006_CAINC1-1_annual","19095","Iowa","CAINC1-1","Personal income","$575,602","Thousands of dollars","12/31/2006","POINT (-92.059123 41.683918)"
"19095_2006_CAINC1-3_annual","19095","Iowa","CAINC1-3","Per capita personal income","$35,117","Dollars","12/31/2006","POINT (-92.059123 41.683918)"
"19095_2007_CAINC1-1_annual","19095","Iowa","CAINC1-1","Personal income","$603,685","Thousands of dollars","12/31/2007","POINT (-92.059123 41.683918)"
"19095_2007_CAINC1-3_annual","19095","Iowa","CAINC1-3","Per capita personal income","$37,018","Dollars","12/31/2007","POINT (-92.059123 41.683918)"
"19095_2008_CAINC1-1_annual","19095","Iowa","CAINC1-1","Personal income","$662,661","Thousands of dollars","12/31/2008","POINT (-92.059123 41.683918)"
"19095_2008_CAINC1-3_annual","19095","Iowa","CAINC1-3","Per capita personal income","$40,562","Dollars","12/31/2008","POINT (-92.059123 41.683918)"
"19095_2009_CAINC1-1_annual","19095","Iowa","CAINC1-1","Personal income","$640,185","Thousands of dollars","12/31/2009","POINT (-92.059123 41.683918)"
"19095_2009_CAINC1-3_annual","19095","Iowa","CAINC1-3","Per capita personal income","$39,021","Dollars","12/31/2009","POINT (-92.059123 41.683918)"
"19095_2010_CAINC1-1_annual","19095","Iowa","CAINC1-1","Personal income","$642,459","Thousands of dollars","12/31/2010","POINT (-92.059123 41.683918)"
"19095_2010_CAINC1-3_annual","19095","Iowa","CAINC1-3","Per capita personal income","$39,299","Dollars","12/31/2010","POINT (-92.059123 41.683918)"
"19095_2011_CAINC1-1_annual","19095","Iowa","CAINC1-1","Personal income","$706,751","Thousands of dollars","12/31/2011","POINT (-92.059123 41.683918)"
"19095_2011_CAINC1-3_annual","19095","Iowa","CAINC1-3","Per capita personal income","$43,118","Dollars","12/31/2011","POINT (-92.059123 41.683918)"
"19095_2012_CAINC1-1_annual","19095","Iowa","CAINC1-1","Personal income","$761,561","Thousands of dollars","12/31/2012","POINT (-92.059123 41.683918)"
"19095_2012_CAINC1-3_annual","19095","Iowa","CAINC1-3","Per capita personal income","$46,713","Dollars","12/31/2012","POINT (-92.059123 41.683918)"
"19095_2013_CAINC1-1_annual","19095","Iowa","CAINC1-1","Personal income","$786,342","Thousands of dollars","12/31/2013","POINT (-92.059123 41.683918)"
"19095_2013_CAINC1-3_annual","19095","Iowa","CAINC1-3","Per capita personal income","$47,773","Dollars","12/31/2013","POINT (-92.059123 41.683918)"
"19095_2014_CAINC1-1_annual","19095","Iowa","CAINC1-1","Personal income","$790,477","Thousands of dollars","12/31/2014","POINT (-92.059123 41.683918)"
"19095_2014_CAINC1-3_annual","19095","Iowa","CAINC1-3","Per capita personal income","$47,751","Dollars","12/31/2014","POINT (-92.059123 41.683918)"
"19095_2015_CAINC1-1_annual","19095","Iowa","CAINC1-1","Personal income","$789,476","Thousands of dollars","12/31/2015","POINT (-92.059123 41.683918)"
"19095_2015_CAINC1-3_annual","19095","Iowa","CAINC1-3","Per capita personal income","$47,631","Dollars","12/31/2015","POINT (-92.059123 41.683918)"
"19095_2016_CAINC1-1_annual","19095","Iowa","CAINC1-1","Personal income","$793,248","Thousands of dollars","12/31/2016","POINT (-92.059123 41.683918)"
"19095_2016_CAINC1-3_annual","19095","Iowa","CAINC1-3","Per capita personal income","$47,968","Dollars","12/31/2016","POINT (-92.059123 41.683918)"
"19095_2017_CAINC1-1_annual","19095","Iowa","CAINC1-1","Personal income","$822,681","Thousands of dollars","12/31/2017","POINT (-92.059123 41.683918)"
"19095_2017_CAINC1-3_annual","19095","Iowa","CAINC1-3","Per capita personal income","$49,778","Dollars","12/31/2017","POINT (-92.059123 41.683918)"
"19095_2018_CAINC1-1_annual","19095","Iowa","CAINC1-1","Personal income","$856,653","Thousands of dollars","12/31/2018","POINT (-92.059123 41.683918)"
"19095_2018_CAINC1-3_annual","19095","Iowa","CAINC1-3","Per capita personal income","$51,630","Dollars","12/31/2018","POINT (-92.059123 41.683918)"
"19095_2019_CAINC1-1_annual","19095","Iowa","CAINC1-1","Personal income","$871,035","Thousands of dollars","12/31/2019","POINT (-92.059123 41.683918)"
"19095_2019_CAINC1-3_annual","19095","Iowa","CAINC1-3","Per capita personal income","$52,336","Dollars","12/31/2019","POINT (-92.059123 41.683918)"
"19095_2020_CAINC1-1_annual","19095","Iowa","CAINC1-1","Personal income","$913,193","Thousands of dollars","12/31/2020","POINT (-92.059123 41.683918)"
"19095_2020_CAINC1-3_annual","19095","Iowa","CAINC1-3","Per capita personal income","$54,833","Dollars","12/31/2020","POINT (-92.059123 41.683918)"
"19095_2021_CAINC1-1_annual","19095","Iowa","CAINC1-1","Personal income","$990,038","Thousands of dollars","12/31/2021","POINT (-92.059123 41.683918)"
"19095_2021_CAINC1-3_annual","19095","Iowa","CAINC1-3","Per capita personal income","$59,734","Dollars","12/31/2021","POINT (-92.059123 41.683918)"
"19095_2022_CAINC1-1_annual","19095","Iowa","CAINC1-1","Personal income","$999,150","Thousands of dollars","12/31/2022","POINT (-92.059123 41.683918)"
"19095_2022_CAINC1-3_annual","19095","Iowa","CAINC1-3","Per capita personal income","$60,646","Dollars","12/31/2022","POINT (-92.059123 41.683918)"
"19097_1997_CAINC1-1_annual","19097","Jackson","CAINC1-1","Personal income","$415,665","Thousands of dollars","12/31/1997","POINT (-90.574596 42.164281)"
"19097_1997_CAINC1-3_annual","19097","Jackson","CAINC1-3","Per capita personal income","$20,623","Dollars","12/31/1997","POINT (-90.574596 42.164281)"
"19097_1998_CAINC1-1_annual","19097","Jackson","CAINC1-1","Personal income","$425,756","Thousands of dollars","12/31/1998","POINT (-90.574596 42.164281)"
"19097_1998_CAINC1-3_annual","19097","Jackson","CAINC1-3","Per capita personal income","$21,051","Dollars","12/31/1998","POINT (-90.574596 42.164281)"
"19097_1999_CAINC1-1_annual","19097","Jackson","CAINC1-1","Personal income","$435,850","Thousands of dollars","12/31/1999","POINT (-90.574596 42.164281)"
"19097_1999_CAINC1-3_annual","19097","Jackson","CAINC1-3","Per capita personal income","$21,559","Dollars","12/31/1999","POINT (-90.574596 42.164281)"
"19097_2000_CAINC1-1_annual","19097","Jackson","CAINC1-1","Personal income","$460,791","Thousands of dollars","12/31/2000","POINT (-90.574596 42.164281)"
"19097_2000_CAINC1-3_annual","19097","Jackson","CAINC1-3","Per capita personal income","$22,702","Dollars","12/31/2000","POINT (-90.574596 42.164281)"
"19097_2001_CAINC1-1_annual","19097","Jackson","CAINC1-1","Personal income","$473,689","Thousands of dollars","12/31/2001","POINT (-90.574596 42.164281)"
"19097_2001_CAINC1-3_annual","19097","Jackson","CAINC1-3","Per capita personal income","$23,372","Dollars","12/31/2001","POINT (-90.574596 42.164281)"
"19097_2002_CAINC1-1_annual","19097","Jackson","CAINC1-1","Personal income","$485,757","Thousands of dollars","12/31/2002","POINT (-90.574596 42.164281)"
"19097_2002_CAINC1-3_annual","19097","Jackson","CAINC1-3","Per capita personal income","$24,117","Dollars","12/31/2002","POINT (-90.574596 42.164281)"
"19097_2003_CAINC1-1_annual","19097","Jackson","CAINC1-1","Personal income","$493,172","Thousands of dollars","12/31/2003","POINT (-90.574596 42.164281)"
"19097_2003_CAINC1-3_annual","19097","Jackson","CAINC1-3","Per capita personal income","$24,477","Dollars","12/31/2003","POINT (-90.574596 42.164281)"
"19097_2004_CAINC1-1_annual","19097","Jackson","CAINC1-1","Personal income","$540,781","Thousands of dollars","12/31/2004","POINT (-90.574596 42.164281)"
"19097_2004_CAINC1-3_annual","19097","Jackson","CAINC1-3","Per capita personal income","$26,843","Dollars","12/31/2004","POINT (-90.574596 42.164281)"
"19097_2005_CAINC1-1_annual","19097","Jackson","CAINC1-1","Personal income","$548,369","Thousands of dollars","12/31/2005","POINT (-90.574596 42.164281)"
"19097_2005_CAINC1-3_annual","19097","Jackson","CAINC1-3","Per capita personal income","$27,250","Dollars","12/31/2005","POINT (-90.574596 42.164281)"
"19097_2006_CAINC1-1_annual","19097","Jackson","CAINC1-1","Personal income","$576,589","Thousands of dollars","12/31/2006","POINT (-90.574596 42.164281)"
"19097_2006_CAINC1-3_annual","19097","Jackson","CAINC1-3","Per capita personal income","$28,697","Dollars","12/31/2006","POINT (-90.574596 42.164281)"
"19097_2007_CAINC1-1_annual","19097","Jackson","CAINC1-1","Personal income","$615,124","Thousands of dollars","12/31/2007","POINT (-90.574596 42.164281)"
"19097_2007_CAINC1-3_annual","19097","Jackson","CAINC1-3","Per capita personal income","$30,733","Dollars","12/31/2007","POINT (-90.574596 42.164281)"
"19097_2008_CAINC1-1_annual","19097","Jackson","CAINC1-1","Personal income","$653,547","Thousands of dollars","12/31/2008","POINT (-90.574596 42.164281)"
"19097_2008_CAINC1-3_annual","19097","Jackson","CAINC1-3","Per capita personal income","$32,810","Dollars","12/31/2008","POINT (-90.574596 42.164281)"
"19097_2009_CAINC1-1_annual","19097","Jackson","CAINC1-1","Personal income","$640,777","Thousands of dollars","12/31/2009","POINT (-90.574596 42.164281)"
"19097_2009_CAINC1-3_annual","19097","Jackson","CAINC1-3","Per capita personal income","$32,296","Dollars","12/31/2009","POINT (-90.574596 42.164281)"
"19097_2010_CAINC1-1_annual","19097","Jackson","CAINC1-1","Personal income","$677,205","Thousands of dollars","12/31/2010","POINT (-90.574596 42.164281)"
"19097_2010_CAINC1-3_annual","19097","Jackson","CAINC1-3","Per capita personal income","$34,138","Dollars","12/31/2010","POINT (-90.574596 42.164281)"
"19097_2011_CAINC1-1_annual","19097","Jackson","CAINC1-1","Personal income","$736,746","Thousands of dollars","12/31/2011","POINT (-90.574596 42.164281)"
"19097_2011_CAINC1-3_annual","19097","Jackson","CAINC1-3","Per capita personal income","$37,277","Dollars","12/31/2011","POINT (-90.574596 42.164281)"
"19097_2012_CAINC1-1_annual","19097","Jackson","CAINC1-1","Personal income","$749,195","Thousands of dollars","12/31/2012","POINT (-90.574596 42.164281)"
"19097_2012_CAINC1-3_annual","19097","Jackson","CAINC1-3","Per capita personal income","$37,957","Dollars","12/31/2012","POINT (-90.574596 42.164281)"
"19097_2013_CAINC1-1_annual","19097","Jackson","CAINC1-1","Personal income","$734,480","Thousands of dollars","12/31/2013","POINT (-90.574596 42.164281)"
"19097_2013_CAINC1-3_annual","19097","Jackson","CAINC1-3","Per capita personal income","$37,485","Dollars","12/31/2013","POINT (-90.574596 42.164281)"
"19097_2014_CAINC1-1_annual","19097","Jackson","CAINC1-1","Personal income","$752,957","Thousands of dollars","12/31/2014","POINT (-90.574596 42.164281)"
"19097_2014_CAINC1-3_annual","19097","Jackson","CAINC1-3","Per capita personal income","$38,550","Dollars","12/31/2014","POINT (-90.574596 42.164281)"
"19097_2015_CAINC1-1_annual","19097","Jackson","CAINC1-1","Personal income","$795,250","Thousands of dollars","12/31/2015","POINT (-90.574596 42.164281)"
"19097_2015_CAINC1-3_annual","19097","Jackson","CAINC1-3","Per capita personal income","$40,807","Dollars","12/31/2015","POINT (-90.574596 42.164281)"
"19097_2016_CAINC1-1_annual","19097","Jackson","CAINC1-1","Personal income","$806,807","Thousands of dollars","12/31/2016","POINT (-90.574596 42.164281)"
"19097_2016_CAINC1-3_annual","19097","Jackson","CAINC1-3","Per capita personal income","$41,256","Dollars","12/31/2016","POINT (-90.574596 42.164281)"
"19097_2017_CAINC1-1_annual","19097","Jackson","CAINC1-1","Personal income","$836,613","Thousands of dollars","12/31/2017","POINT (-90.574596 42.164281)"
"19097_2017_CAINC1-3_annual","19097","Jackson","CAINC1-3","Per capita personal income","$42,794","Dollars","12/31/2017","POINT (-90.574596 42.164281)"
"19097_2018_CAINC1-1_annual","19097","Jackson","CAINC1-1","Personal income","$855,317","Thousands of dollars","12/31/2018","POINT (-90.574596 42.164281)"
"19097_2018_CAINC1-3_annual","19097","Jackson","CAINC1-3","Per capita personal income","$43,701","Dollars","12/31/2018","POINT (-90.574596 42.164281)"
"19097_2019_CAINC1-1_annual","19097","Jackson","CAINC1-1","Personal income","$876,402","Thousands of dollars","12/31/2019","POINT (-90.574596 42.164281)"
"19097_2019_CAINC1-3_annual","19097","Jackson","CAINC1-3","Per capita personal income","$44,724","Dollars","12/31/2019","POINT (-90.574596 42.164281)"
"19097_2020_CAINC1-1_annual","19097","Jackson","CAINC1-1","Personal income","$949,642","Thousands of dollars","12/31/2020","POINT (-90.574596 42.164281)"
"19097_2020_CAINC1-3_annual","19097","Jackson","CAINC1-3","Per capita personal income","$48,820","Dollars","12/31/2020","POINT (-90.574596 42.164281)"
"19097_2021_CAINC1-1_annual","19097","Jackson","CAINC1-1","Personal income","$1,046,925","Thousands of dollars","12/31/2021","POINT (-90.574596 42.164281)"
"19097_2021_CAINC1-3_annual","19097","Jackson","CAINC1-3","Per capita personal income","$53,974","Dollars","12/31/2021","POINT (-90.574596 42.164281)"
"19097_2022_CAINC1-1_annual","19097","Jackson","CAINC1-1","Personal income","$1,073,188","Thousands of dollars","12/31/2022","POINT (-90.574596 42.164281)"
"19097_2022_CAINC1-3_annual","19097","Jackson","CAINC1-3","Per capita personal income","$55,537","Dollars","12/31/2022","POINT (-90.574596 42.164281)"
"19099_1997_CAINC1-1_annual","19099","Jasper","CAINC1-1","Personal income","$872,624","Thousands of dollars","12/31/1997","POINT (-93.054147 41.685551)"
"19099_1997_CAINC1-3_annual","19099","Jasper","CAINC1-3","Per capita personal income","$24,181","Dollars","12/31/1997","POINT (-93.054147 41.685551)"
"19099_1998_CAINC1-1_annual","19099","Jasper","CAINC1-1","Personal income","$921,303","Thousands of dollars","12/31/1998","POINT (-93.054147 41.685551)"
"19099_1998_CAINC1-3_annual","19099","Jasper","CAINC1-3","Per capita personal income","$24,969","Dollars","12/31/1998","POINT (-93.054147 41.685551)"
